# mntjulip DSA
GeneName	GroupID	FeatureID	FeatureType	FeatureLabel	strand	p-value	q-value	log2FoldChange	ReadCount1	ReadCount2	PSI	avg_read_counts(0)	avg_read_counts(1)
ANKRD50	J006938	J006938	intron	chr4:124672534-124678676	-	1	1	-0.0386621	135.180914,131.561334,134.368956,133.957955,135.881649,129.614288,136.639814,137.178978,139.791315,140.549752	.	.	134.190162	136.754829
ANKRD50	J006939	J006939	intron	chr4:124678905-124710000	-	1	1	0.122375	88.228843,87.066854,85.86916,87.535759,90.51275,84.741059,94.791482,95.212363,94.579412,94.579412	.	.	87.842673	92.780746
ANKRD50	J006940	J006940	intron	chr4:124678905-124712458	-	0.902246	1	0.0871619	50.630914,44.955178,44.051161,45.832552,47.03631,37.451482,49.898653,43.137813,48.341885,47.121897	.	.	46.501223	45.190346
ANKRD50	J006941	J006941	intron	chr4:124711274-124712458	-	0.660576	1	-0.203654	96.189595,96.602577,94.27745,94.059253,97.099217,82.042951,85.278449,87.386133,86.229135,83.555681	.	.	95.645618	84.89847
SETD7	J006942	J006942	intron	chr4:139496521-139517885	-	0.986677	1	-0.479292	6.933692,6.933692,3.217125,7.782559,8.751069,5.059962,8.55365,4.171901,9.346621,3.194891	.	.	6.723627	6.065405
SETD7	J006943	J006943	intron	chr4:139511843-139517885	-	0.937828	1	0.0124739	433.564766,432.589081,432.525174,433.459098,439.690891,453.459949,455.557786,456.060906,455.615941,456.465804	.	.	434.365802	455.432077
SETD7	J006944	J006944	intron	chr4:139518042-139520277	-	1	1	-0.0276079	441.170258,440.512867,440.03817,441.108778,447.009561,445.626571,444.438198,444.741541,444.093499,444.417949	.	.	441.967927	444.663552
SETD7	J006945	J006945	intron	chr4:139520394-139523354	-	1	1	-0.0779668	447.468389,446.867704,447.268484,446.66683,447.989832,441.717013,433.978448,434.062985,433.957305,434.020724	.	.	447.252248	435.547295
SETD7	J006946	J006946	intron	chr4:139523435-139529031	-	1	1	0.0030899	440.993202,441.730927,441.444566,440.478257,444.464126,450.286572,450.499403,450.538868,449.806715,449.528557	.	.	441.822216	450.132023
SETD7	J006947	J006947	intron	chr4:139529220-139533165	-	1	1	0.0164822	436.193975,436.403534,436.967543,436.779832,442.055306,445.012357,449.920142,450.295399,449.444504,449.504058	.	.	437.680038	448.835292
SETD7	J006948	J006948	intron	chr4:139533366-139546920	-	0.993932	1	0.0711334	431.949335,431.117254,431.331161,431.587346,432.872918,442.654727,449.075633,448.777674,448.777674,448.339365	.	.	431.771603	447.525015
SETD7	J006949	J006949	intron	chr4:139547049-139556098	-	0.99981	1	-0.0182864	236.074225,234.406196,235.838371,234.225115,235.138154,232.976646,232.957268,232.653518,233.199319,233.68089	.	.	235.136412	233.093528
MAML3	J006950	J006950	intron	chr4:139720323-139725751	-	0.999989	1	-0.125749	19.751635,23.79752,23.16489,25.611638,26.76555,22.302691,22.547478,23.828583,27.346526,21.201214	.	.	23.818247	23.445298
MAML3	J006951	J006951	intron	chr4:139725835-139730416	-	0.940041	1	0.34861	18.017349,25.074371,18.742197,21.455172,15.789892,22.658194,19.710425,22.368793,23.605499,17.521418	.	.	19.815796	21.172866
MAML3	J006952	J006952	intron	chr4:139730667-139889357	-	1	1	0.266715	17.162703,26.056717,16.396244,18.629559,24.113034,23.514584,23.136165,21.867909,19.844547,20.536481	.	.	20.471651	21.779937
MAML3	J006953	J006953	intron	chr4:139890967-140152860	-	1	1	-0.0716229	24.386385,26.728276,21.824456,21.824456,20.525055,24.834821,18.142257,17.393897,20.264444,25.215869	.	.	23.057726	21.170258
TBC1D9	J006954	J006954	intron	chr4:140622917-140624116	-	1	1	0	132.721211,132.717745,132.750651,132.755843,125.778584,0.463133,0.0,0.0,0.0,0.0	.	.	131.344807	0.092627
TBC1D9	J006955	J006955	intron	chr4:140624219-140624314	-	1	1	0	132.231317,132.097364,133.027794,131.28316,131.566301,0.465208,0.0,0.0,0.0,0.0	.	.	132.041187	0.093042
TBC1D9	J006956	J006956	intron	chr4:140624388-140627441	-	1	1	0	130.022924,130.851531,129.321364,128.752602,128.890707,0.465377,0.0,0.0,0.0,0.0	.	.	129.567826	0.093075
TBC1D9	J006957	J006957	intron	chr4:140627527-140628300	-	1	1	0	172.828235,172.836644,172.827033,172.823829,146.251887,0.0,0.0,0.0,0.0,0.0	.	.	167.513526	0.0
TBC1D9	J006958	J006958	intron	chr4:140628365-140633948	-	1	1	0	128.421622,128.518573,128.6153,126.636422,130.643935,0.489057,0.0,0.0,0.0,0.0	.	.	128.56717	0.097811
TBC1D9	J006959	J006959	intron	chr4:140634188-140639086	-	1	1	0	136.501221,137.512796,138.174003,136.33023,127.551876,0.474513,0.0,0.0,0.0,0.0	.	.	135.214025	0.094903
TBC1D9	J006960	J006960	intron	chr4:140639154-140639330	-	1	1	0	127.409674,125.061056,124.421713,124.678573,124.776873,0.463657,0.0,0.0,0.0,0.0	.	.	125.269578	0.092731
TBC1D9	J006961	J006961	intron	chr4:140639428-140657097	-	1	1	0	128.982161,127.234996,126.788113,127.970656,125.349353,0.467361,0.0,0.0,0.0,0.0	.	.	127.265056	0.093472
TBC1D9	J006962	J006962	intron	chr4:140657226-140657527	-	1	1	0	132.218335,132.402324,132.3761,132.389215,134.667658,0.441882,0.0,0.0,0.0,0.0	.	.	132.810726	0.088376
TBC1D9	J006963	J006963	intron	chr4:140657812-140659588	-	1	1	0	130.389871,130.788979,129.308314,131.053143,128.141726,0.469644,0.0,0.0,0.0,0.0	.	.	129.936407	0.093929
TBC1D9	J006964	J006964	intron	chr4:140659705-140661893	-	1	1	0	173.137209,173.074705,173.053852,173.282718,150.040092,0.480967,0.0,0.0,0.0,0.0	.	.	168.517715	0.096193
TBC1D9	J006965	J006965	intron	chr4:140662107-140668917	-	1	1	0	129.01565,128.986929,129.013961,129.013961,127.993607,0.446927,0.0,0.0,0.0,0.0	.	.	128.804822	0.089385
TBC1D9	J006966	J006966	intron	chr4:140669067-140669634	-	1	1	0	161.287826,161.173389,160.943599,161.249714,141.016128,0.501717,0.0,0.0,0.0,0.0	.	.	157.134131	0.100343
TBC1D9	J006967	J006967	intron	chr4:140669804-140670720	-	1	1	0	171.5117,171.511045,171.510172,171.513883,149.649686,0.504275,0.0,0.0,0.0,0.0	.	.	167.139297	0.100855
TBC1D9	J006968	J006968	intron	chr4:140670926-140676894	-	1	1	-0.467216	121.587907,121.432179,121.743119,121.275929,108.884349,104.962305,87.837596,89.938058,88.550494,90.164612	.	.	118.984697	92.290613
TBC1D9	J006969	J006969	intron	chr4:140677101-140678942	-	1	1	0	139.670118,141.111499,140.978582,141.33205,139.86645,0.471665,0.0,0.0,0.0,0.0	.	.	140.59174	0.094333
TBC1D9	J006970	J006970	intron	chr4:140679203-140679615	-	1	1	0	129.137715,129.100104,129.098013,129.064545,127.505236,0.471649,0.0,0.0,0.0,0.0	.	.	128.781123	0.09433
TBC1D9	J006971	J006971	intron	chr4:140679843-140686344	-	1	1	0	134.913864,132.90678,138.119528,134.295868,131.02417,0.465435,0.0,0.0,0.0,0.0	.	.	134.252042	0.093087
TBC1D9	J006972	J006972	intron	chr4:140686462-140701504	-	1	1	0	135.814888,135.74609,135.787386,135.757894,132.841747,0.457551,0.0,0.0,0.0,0.0	.	.	135.189601	0.09151
TBC1D9	J006973	J006973	intron	chr4:140701614-140755916	-	1	1	0	142.252072,142.250738,142.253597,142.25779,133.528788,0.491226,0.0,0.0,0.0,0.0	.	.	140.508597	0.098245
GATB	J006974	J006974	intron	chr4:151671302-151672609	-	1	1	0	1.000237,1.961689,0.0,1.000237,0.997331,0.0,0.0,0.0,0.0,0.988406	.	.	0.991899	0.197681
GATB	J006975	J006975	intron	chr4:151671302-151672762	-	4.20359e-05	0.000329471	-1.00352	91.46838,88.755375,90.135163,89.45135,93.942024,44.942462,44.010638,46.580019,47.39116,40.702382	.	.	90.750458	44.725332
GATB	J006976	J006976	intron	chr4:151672896-151679813	-	9.94378e-05	0.000708822	-1.16837	87.579857,88.280641,86.866147,90.090505,90.84537,39.028013,41.469833,46.303246,40.499521,48.653672	.	.	88.732504	43.190857
GATB	J006977	J006977	intron	chr4:151679891-151688630	-	4.55737e-05	0.000354387	-1.1694	95.258205,95.677355,92.647608,95.677355,93.200711,43.109246,38.343308,44.093301,48.166953,42.300083	.	.	94.492247	43.202578
GATB	J006978	J006978	intron	chr4:151688763-151701329	-	0.000131457	0.000914217	-0.919505	87.922948,89.084882,89.990267,89.990267,86.612432,46.961889,43.789178,44.706473,46.883101,51.194427	.	.	88.720159	46.707014
GATB	J006979	J006979	intron	chr4:151701518-151703851	-	0.000234445	0.00155503	-0.936464	92.41331,92.630982,93.062832,89.23313,93.274132,43.579598,49.008737,50.244556,52.951178,55.103487	.	.	92.122877	50.177511
GATB	J006980	J006980	intron	chr4:151703895-151705185	-	0.000240025	0.00158998	-0.968113	104.350849,104.723325,103.596089,99.813826,99.446501,47.889388,49.243589,53.683326,57.244124,55.154163	.	.	102.386118	52.642918
GATB	J006981	J006981	intron	chr4:151705269-151707988	-	5.80211e-05	0.000438946	-1.05142	103.447087,103.064182,103.447087,101.096438,103.601294,46.558741,55.792916,56.832966,52.066638,52.066638	.	.	102.931218	52.66358
GATB	J006982	J006982	intron	chr4:151708101-151716009	-	6.10574e-05	0.000458404	-0.98041	73.568891,71.592447,71.007095,71.88154,69.34997,28.854122,36.568877,35.575845,37.998001,32.369695	.	.	71.479989	34.273308
GATB	J006983	J006983	intron	chr4:151708101-151716876	-	0.00063365	0.0039231	-1.33013	40.458982,37.577853,40.913022,38.570172,35.617375,12.68926,15.550438,22.266709,13.255301,18.251878	.	.	38.627481	16.402717
GATB	J006984	J006984	intron	chr4:151716131-151716876	-	5.72102e-05	0.000433578	-1.59449	63.70341,64.027568,64.666777,64.666777,60.469594,31.186188,22.069228,28.629178,22.069228,20.681748	.	.	63.506825	24.927114
GATB	J006985	J006985	intron	chr4:151717074-151719425	-	0.000259457	0.00171032	-1.1277	89.855607,98.029946,92.620961,95.205998,92.624582,51.678551,43.086751,42.150329,43.543976,48.165242	.	.	93.667419	45.72497
GATB	J006986	J006986	intron	chr4:151719538-151758772	-	4.4155e-05	0.000344293	-0.887103	92.512994,92.291236,92.291236,95.08301,96.922488,44.22995,48.123508,42.361824,48.920679,47.717215	.	.	93.820193	46.270635
GATB	J006987	J006987	intron	chr4:151758922-151760807	-	8.49116e-09	2.93108e-07	-1.19912	67.887469,69.43513,70.03533,73.438478,74.317025,30.943721,39.041797,29.868601,30.464752,36.293652	.	.	71.022686	33.322505
FBXW7	J006988	J006988	intron	chr4:152323149-152324184	-	0.000448103	0.00283728	-1.19193	47.126375,46.285339,44.075026,49.135058,43.731163,20.390122,20.700023,26.250382,20.006133,22.679094	.	.	46.070592	22.005151
FBXW7	J006989	J006989	intron	chr4:152324394-152326006	-	0.0135284	0.0706963	-0.775052	42.340329,36.834579,44.109399,44.956833,46.370144,26.64141,27.297331,25.420117,17.454591,20.318172	.	.	42.922257	23.426324
FBXW7	J006990	J006990	intron	chr4:152326231-152328208	-	0.00206945	0.0118971	-1.20054	44.921417,39.788594,42.698836,45.347026,54.503071,19.74269,28.253926,21.041097,24.279321,21.041097	.	.	45.451789	22.871626
FBXW7	J006991	J006991	intron	chr4:152328389-152329672	-	0.000848933	0.0051516	-0.934294	43.114029,38.596138,38.104231,35.508743,42.422392,15.646587,21.89349,19.941911,21.89349,17.091915	.	.	39.549107	19.293479
FBXW7	J006992	J006992	intron	chr4:152329785-152330732	-	0.00164931	0.00960875	-0.962476	43.929342,43.929342,44.788276,39.72639,40.932678,18.739421,18.734222,22.867551,24.113474,25.881507	.	.	42.661206	22.067235
FBXW7	J006993	J006993	intron	chr4:152330868-152332596	-	0.0285543	0.143212	-0.564074	41.450524,44.073732,40.047792,40.522827,33.517319,21.701483,19.538546,27.34617,26.775561,26.19301	.	.	39.922439	24.310954
FBXW7	J006994	J006994	intron	chr4:152332719-152337802	-	0.000844091	0.00512464	-0.872991	45.325899,46.17006,44.457761,44.457761,41.109058,17.954647,19.727901,26.731845,24.994251,23.772099	.	.	44.304108	22.636149
FBXW7	J006995	J006995	intron	chr4:152337936-152346930	-	0.000465685	0.00294425	-1.18051	43.76943,42.336762,50.806097,48.099468,49.811255,22.076248,22.136717,24.025127,22.781014,20.79917	.	.	46.964602	22.363655
FBXW7	J006996	J006996	intron	chr4:152347071-152350042	-	0.000259587	0.00171074	-1.05619	54.772264,50.455246,57.245175,52.094962,57.57544,25.991028,26.56737,27.152052,27.72468,21.364491	.	.	54.428617	25.759924
FBXW7	J006997	J006997	intron	chr4:152350124-152352470	-	0.00107326	0.00640092	-1.11733	24.306671,25.536779,22.348487,26.13171,26.542173,10.144414,11.913397,12.686193,10.293961,11.913397	.	.	24.973164	11.390272
FBXW7	J006998	J006998	intron	chr4:152350124-152411303	-	0.0166748	0.0863127	-0.703888	29.24093,28.121904,36.98213,30.303705,35.820042,17.135222,17.96734,13.370173,19.333925,20.634127	.	.	32.093742	17.688157
FBXW7	J006999	J006999	intron	chr4:152411872-152412480	-	0.915947	1	-0.39689	4.050213,4.050213,4.050213,7.532089,2.059664,2.999989,2.999996,2.039962,2.999996,3.924481	.	.	4.348478	2.992885
FBXW7	J007000	J007000	intron	chr4:152411872-152534941	-	0.0125758	0.0659063	-0.905181	27.480514,35.27647,27.986228,26.959322,33.159173,14.20859,19.280538,13.60022,14.38155,15.876915	.	.	30.172341	15.469563
FBXW7	J007001	J007001	intron	chr4:152412529-152534941	-	0.832776	1	-0.479322	2.970933,2.970933,2.970933,2.015096,0.0,2.009896,3.887849,2.018297,2.018297,2.976738	.	.	2.185579	2.582215
TMEM131L	J007002	J007002	intron	chr4:153466521-153467211	+	5.03317e-05	0.0003867	1.07178	39.852526,40.79546,40.327772,42.596271,36.966672,83.952981,81.653325,76.86604,81.902066,81.150899	.	.	40.10774	81.105062
TMEM131L	J007003	J007003	intron	chr4:153467281-153473845	+	8.60583e-05	0.000622087	1.06229	58.062756,58.77867,58.77867,61.82107,65.756282,113.561047,121.444695,118.432156,119.883448,119.564849	.	.	60.63949	118.577239
TMEM131L	J007004	J007004	intron	chr4:153473888-153550073	+	3.74461e-05	0.000297495	0.928222	64.986148,64.664495,66.855508,64.986148,67.260959,123.913876,127.545239,123.837861,124.450755,123.683381	.	.	65.750652	124.686222
TMEM131L	J007005	J007005	intron	chr4:153550141-153555787	+	4.37438e-06	4.77813e-05	1.19216	65.581726,62.768588,61.43978,59.70033,59.013777,138.219571,142.320337,139.911022,139.126173,139.650743	.	.	61.70084	139.845569
TMEM131L	J007006	J007006	intron	chr4:153555910-153556966	+	2.3229e-05	0.000195753	1.04459	72.371553,66.838817,66.838817,68.077663,62.576798,132.559967,132.952253,135.548984,134.19909,133.648795	.	.	67.34073	133.781818
TMEM131L	J007007	J007007	intron	chr4:153557082-153558258	+	1.59741e-05	0.000140423	0.978218	70.395245,70.395245,73.244673,70.395245,69.576307,135.65839,136.195908,137.53812,138.974409,137.139221	.	.	70.801343	137.10121
TMEM131L	J007008	J007008	intron	chr4:153558368-153580826	+	4.34438e-06	4.75143e-05	1.04002	65.223572,63.956038,63.304235,64.277322,59.848559,138.931501,135.141348,134.72918,137.935609,135.141348	.	.	63.321945	136.375797
TMEM131L	J007009	J007009	intron	chr4:153580903-153581407	+	4.50795e-06	4.88866e-05	1.05532	64.444225,63.80387,62.820423,63.1514,65.8314,134.347122,137.631072,135.35082,138.023001,136.032294	.	.	64.010264	136.276862
TMEM131L	J007010	J007010	intron	chr4:153581560-153583190	+	2.83304e-05	0.000231744	1.15311	72.259319,64.302024,65.601149,64.302024,62.459478,139.857102,135.378426,136.602159,136.736289,138.058256	.	.	65.784799	137.326446
TMEM131L	J007011	J007011	intron	chr4:153583248-153583564	+	7.42083e-06	7.36317e-05	1.03354	63.878622,63.878622,64.200064,63.226451,63.869087,139.828528,131.073624,128.168082,130.648802,130.076531	.	.	63.810569	131.959113
TMEM131L	J007012	J007012	intron	chr4:153583672-153584835	+	0.00220219	0.0126122	-0.86171	61.811068,58.439451,59.487084,56.237021,61.302935,40.058271,35.941134,32.854875,33.393012,30.590998	.	.	59.455512	34.567658
TMEM131L	J007013	J007013	intron	chr4:153583672-153584838	+	7.31449e-09	2.56848e-07	3.00064	15.113678,13.660569,10.482857,9.621376,14.694743,109.118827,110.851102,110.323942,110.323942,108.152577	.	.	12.714645	109.754078
TMEM131L	J007014	J007014	intron	chr4:153584931-153585458	+	5.9147e-06	6.12442e-05	1.13199	69.40838,71.149459,69.109831,67.263062,67.627744,166.578702,153.500302,150.833554,151.306948,152.587623	.	.	68.911695	154.961426
TMEM131L	J007015	J007015	intron	chr4:153585611-153586209	+	2.48095e-05	0.000206966	1.11047	74.567096,76.93086,69.319865,72.040697,67.006712,156.605777,150.865594,148.844527,149.566646,152.700715	.	.	71.973046	151.716652
TMEM131L	J007016	J007016	intron	chr4:153586379-153587742	+	7.7541e-06	7.63483e-05	0.958782	68.327208,66.1619,67.415608,68.327208,67.888747,141.800613,133.756612,136.211781,134.725854,134.725854	.	.	67.624134	136.244143
TMEM131L	J007017	J007017	intron	chr4:153587811-153588890	+	0.000104367	0.000740669	0.842983	71.421584,67.471072,69.653911,73.106116,74.579948,130.771161,130.996936,133.207868,130.428351,127.783578	.	.	71.246526	130.637579
TMEM131L	J007018	J007018	intron	chr4:153589007-153591053	+	3.49192e-05	0.000279669	0.954394	66.541535,64.94451,65.26998,70.38028,66.179341,134.580611,125.557512,127.795299,127.35603,126.315164	.	.	66.663129	128.320923
TMEM131L	J007019	J007019	intron	chr4:153591194-153592475	+	0.000158442	0.00108455	1.17921	69.673144,61.405407,70.512633,63.500831,63.095442,143.384077,132.40945,136.955257,133.831469,136.292502	.	.	65.637491	136.574551
TMEM131L	J007020	J007020	intron	chr4:153592584-153593799	+	1.11776e-05	0.000103918	1.03401	65.766909,62.251766,61.913451,63.246694,64.608795,138.708505,130.563734,135.144931,132.138421,131.713961	.	.	63.557523	133.65391
TMEM131L	J007021	J007021	intron	chr4:153593871-153596258	+	0.000109773	0.000773264	1.09966	59.517042,52.877469,66.491892,61.893543,63.676978,136.532039,133.268346,136.397413,132.986643,134.925436	.	.	60.891385	134.821975
TMEM131L	J007022	J007022	intron	chr4:153596385-153598590	+	4.5876e-05	0.000356521	1.00158	62.902817,65.49956,61.524556,69.063312,64.178047,130.592307,131.124644,135.378647,130.40291,133.228321	.	.	64.633658	132.145366
TMEM131L	J007023	J007023	intron	chr4:153598732-153602152	+	5.96396e-05	0.000449457	0.906568	72.173183,72.713301,65.2674,70.501781,62.568283,134.891073,134.481051,136.772794,134.756158,135.707299	.	.	68.64479	135.321675
TMEM131L	J007024	J007024	intron	chr4:153602338-153602542	+	1.44455e-05	0.00012893	1.06717	65.088532,65.088532,62.804375,63.140334,73.125851,137.907381,136.771583,137.437533,135.82424,137.701487	.	.	65.849525	137.128445
TMEM131L	J007025	J007025	intron	chr4:153602727-153603303	+	9.05017e-05	0.000651638	1.01202	66.512877,66.512877,66.512877,69.828298,73.469368,131.640288,135.257594,131.705273,131.987747,130.847914	.	.	68.567259	132.287763
TMEM131L	J007026	J007026	intron	chr4:153603452-153603802	+	7.0187e-05	0.000518157	0.83932	68.119643,67.176877,71.934225,69.931369,71.001115,126.642111,128.019148,124.122471,126.409238,127.147686	.	.	69.632646	126.468131
TMEM131L	J007027	J007027	intron	chr4:153604430-153612252	+	1.37798e-05	0.000124241	1.03163	64.443351,67.55812,65.089216,65.723088,64.426545,131.376782,128.546422,130.289361,129.280294,132.109883	.	.	65.448064	130.320548
TMEM131L	J007028	J007028	intron	chr4:153612400-153620756	+	1.83762e-05	0.000159519	1.03136	60.761792,64.703497,62.460246,62.460246,64.136039,125.274029,123.565779,126.463503,126.166661,127.920928	.	.	62.904364	125.87818
TMEM131L	J007029	J007029	intron	chr4:153620880-153621683	+	8.65332e-05	0.000625167	0.987976	60.761209,61.110744,65.350028,65.6554,62.24464,123.211552,120.607389,126.06077,127.936492,124.414438	.	.	63.024404	124.446128
TMEM131L	J007030	J007030	intron	chr4:153621849-153622898	+	0.000148264	0.00102059	0.929018	65.818239,69.773801,70.627033,64.503218,65.725214,118.795957,120.601288,124.170854,122.652047,122.806136	.	.	67.289501	121.805256
TMEM131L	J007031	J007031	intron	chr4:153623083-153626147	+	1.0004e-05	9.47573e-05	1.0936	64.204743,66.706449,64.204743,63.878652,65.862804,133.035212,132.249555,130.691822,130.835512,132.527533	.	.	64.971478	131.867927
TMEM131L	J007032	J007032	intron	chr4:153626225-153627605	+	1.79697e-05	0.000156414	0.942135	66.886293,64.992168,66.577781,65.952342,70.501432,128.577232,130.405995,129.692964,129.260079,129.549097	.	.	66.982003	129.497073
TMEM131L	J007033	J007033	intron	chr4:153627687-153632718	+	2.60088e-06	3.10581e-05	1.16179	62.208483,61.220399,60.545117,60.545117,56.53276,131.999548,133.247606,132.270665,133.385613,133.109216	.	.	60.210375	132.80253
TMEM131L	J007034	J007034	intron	chr4:153632838-153634192	+	5.96644e-06	6.15813e-05	1.12386	60.507692,63.446463,59.817929,59.113355,61.201694,134.033161,129.660239,129.660239,127.758041,129.227876	.	.	60.817427	130.067911
TMEM131L	J007035	J007035	intron	chr4:153634280-153635432	+	2.12555e-05	0.000180964	0.875042	65.81381,67.399169,68.915006,68.915006,70.568873,131.551468,134.019676,133.612677,131.097851,130.810287	.	.	68.322373	132.218392
TMEM131L	J007036	J007036	intron	chr4:153635571-153636301	+	1.96861e-05	0.000169118	1.03801	61.813316,61.473725,62.482294,63.138233,69.981727,128.313172,129.509574,128.496201,128.933075,129.795308	.	.	63.777859	129.009466
AADAT	J007037	J007037	intron	chr4:170060969-170061892	-	0.387291	1	-3.25053	37.860769,37.405646,38.008233,37.711236,34.13923,14.031154,0.0,4.505227,3.588002,4.505227	.	.	37.025023	5.325922
AADAT	J007038	J007038	intron	chr4:170061993-170064719	-	0.851993	1	-2.93009	38.099974,37.983941,38.271634,38.384533,35.194957,15.978418,2.8253,1.327364,5.871227,7.527641	.	.	37.587008	6.70599
AADAT	J007039	J007039	intron	chr4:170064825-170066414	-	0.000536501	0.00336299	-2.94737	40.741924,39.337156,37.861419,40.741924,39.338854,14.952048,5.494443,1.252554,2.588159,5.494443	.	.	39.604255	5.956329
AADAT	J007040	J007040	intron	chr4:170066478-170067327	-	1	1	-4.30309	40.811838,40.978348,40.867617,40.755779,37.954236,14.244516,2.354333,2.354333,1.176823,4.14187	.	.	40.273564	4.854375
AADAT	J007041	J007041	intron	chr4:170067388-170068591	-	0.50092	1	-3.00779	39.886207,40.041798,39.938317,39.833845,37.267042,15.42147,6.284285,3.788797,5.597868,2.586026	.	.	39.393442	6.735689
AADAT	J007042	J007042	intron	chr4:170068687-170069148	-	1	1	-4.12674	35.939699,36.753995,37.346452,36.399978,31.990782,13.882095,1.162298,4.098966,2.317464,2.317464	.	.	35.686181	4.755657
AADAT	J007043	J007043	intron	chr4:170069230-170070587	-	1	1	-3.6433	37.619075,38.199624,37.913417,38.086081,35.089105,14.741465,2.424615,3.492848,3.492848,3.492848	.	.	37.38146	5.528925
AADAT	J007044	J007044	intron	chr4:170070652-170073136	-	0.283517	1	-2.36188	39.909635,41.225594,40.58491,40.973181,34.231058,18.939846,6.959728,9.169808,11.51411,7.814102	.	.	39.384876	10.879519
AADAT	J007045	J007045	intron	chr4:170073345-170078509	-	1	1	-0.626305	47.176153,45.568704,38.119933,42.538418,35.699548,41.193235,26.43959,28.654844,27.574593,24.618536	.	.	41.820551	29.69616
AADAT	J007046	J007046	intron	chr4:170078583-170087116	-	1	1	-0.626014	51.384348,48.627001,49.439797,50.23198,35.391754,42.481108,32.444968,31.908225,27.826302,30.233228	.	.	47.014976	32.978766
AADAT	J007047	J007047	intron	chr4:170087248-170088396	-	0.956582	1	-0.760044	47.21786,49.61053,44.623766,47.629541,36.072991,40.179408,27.036351,25.141643,28.805984,28.228753	.	.	45.030938	29.878428
AADAT	J007048	J007048	intron	chr4:170088564-170089261	-	0.463786	1	1.52732	3.13328,4.069198,4.944043,4.069198,11.071843,12.4334,12.093368,9.597277,12.873425,15.082084	.	.	5.457512	12.415911
AADAT	J007049	J007049	intron	chr4:170088564-170089624	-	0.271466	1	-3.72501	40.421337,40.350243,41.041961,40.350243,36.482656,13.720976,2.326176,3.364799,4.243154,3.364799	.	.	39.729288	5.403981
CEP44	J007050	J007050	intron	chr4:174283943-174299072	+	0.906134	1	0.200644	6.989899,9.471457,4.237137,6.989899,6.072189,8.014864,8.870277,8.029416,7.15948,8.870277	.	.	6.752116	8.188863
CEP44	J007051	J007051	intron	chr4:174284140-174299072	+	0.939891	1	0.0081228	16.676609,15.958267,14.458922,16.676609,14.320588,19.386061,15.420361,15.420361,16.164115,18.275967	.	.	15.618199	16.933373
CEP44	J007052	J007052	intron	chr4:174299210-174302039	+	0.955899	1	0.120106	45.421894,42.267685,46.679091,44.991129,45.798284,48.346903,49.824991,50.218528,46.482393,49.426473	.	.	45.031617	48.859858
CEP44	J007053	J007053	intron	chr4:174302186-174303703	+	1	1	0.205829	43.51607,42.160487,41.694494,43.071007,50.196121,43.499456,51.193731,45.853756,50.040147,49.247144	.	.	44.127636	47.966847
CEP44	J007054	J007054	intron	chr4:174303849-174304247	+	0.602088	1	0.309919	26.368084,22.020405,21.33705,28.040555,18.155902,20.281325,28.523055,26.202397,25.59016,28.523055	.	.	23.184399	25.823998
CEP44	J007055	J007055	intron	chr4:174304369-174308689	+	0.922857	1	-0.192901	24.350516,20.271265,23.713408,30.023122,26.976025,19.75272,24.335555,27.777391,21.094712,21.775404	.	.	25.066867	22.947156
CEP44	J007056	J007056	intron	chr4:174308859-174309850	+	0.999221	1	-0.103513	26.439521,27.626503,23.89566,29.316797,29.24449,23.113025,31.133667,26.654348,28.41922,26.654348	.	.	27.304594	27.194922
CEP44	J007057	J007057	intron	chr4:174310056-174310783	+	0.998386	1	0.053638	25.852448,31.205818,31.74117,32.782768,25.146037,33.036738,25.236639,29.588978,32.320525,31.794909	.	.	29.345648	30.395558
CEP44	J007058	J007058	intron	chr4:174310858-174316166	+	0.618853	1	0.160798	24.868782,27.222956,24.868782,20.899252,25.670443,34.245382,23.306119,28.292765,26.529628,27.717518	.	.	24.706043	28.018282
CEP44	J007059	J007059	intron	chr4:174316290-174316530	+	0.189704	0.833963	0.29718	19.442075,24.08258,24.684549,22.19251,21.304463,36.574593,21.742451,27.230699,25.260888,29.803848	.	.	22.341235	28.122496
CEP44	J007060	J007060	intron	chr4:174316567-174317335	+	0.358275	1	0.270847	26.7373,20.638913,23.856749,17.745073,16.981945,36.134399,21.890678,24.543873,21.890678,28.638751	.	.	21.191996	26.619676
SPCS3	J007061	J007061	intron	chr4:176320219-176322170	+	0.988099	1	0.0363881	787.637224,787.488089,787.537812,787.495193,787.731656,805.771712,805.914252,805.757815,805.696569,805.444597	.	.	787.577995	805.716989
SPCS3	J007062	J007062	intron	chr4:176322243-176324181	+	0.999721	1	0.00571597	884.324507,884.410182,884.530075,884.444444,885.592392,880.9886,881.067537,880.728097,881.004289,880.549548	.	.	884.66032	880.867614
SPCS3	J007063	J007063	intron	chr4:176324257-176327162	+	1	1	-0.0314224	856.46937,856.226628,856.220556,856.420843,859.406677,852.71769,852.111395,851.798984,851.664084,851.670217	.	.	856.948815	851.992474
SPCS3	J007064	J007064	intron	chr4:176327277-176328198	+	0.986674	1	-0.0606202	653.278724,653.278724,653.489841,653.308899,651.579283,629.654227,630.58321,630.529576,630.099893,630.013825	.	.	652.987094	630.176146
