group_id	chrom	start	end	strand	gene_name	psi(control)	psi(epileptic)	delta_psi
g003351	chr15	37397453	37459217	-	Ncald	0.702287	0.673412	-0.0288745
g003352	chr15	37397453	37459217	-	Ncald	0.972893	0.966371	-0.0065221
g003351	chr15	37397453	37563391	-	Ncald	0.146766	0.135221	-0.0115447
g003352	chr15	37448279	37459217	-	Ncald	0.0271066	0.0336287	0.0065221
g003353	chr15	37563464	37584456	-	Ncald,RP23-457H19.2	0.90784	0.920271	0.0124309
g003353	chr15	37563464	37661032	-	Ncald,RP23-457H19.2	0.0921603	0.0797294	-0.0124309
g003354	chr15	37563464	37661032	-	Ncald,RP23-457H19.2	0.101059	0.0807836	-0.0202753
g003354	chr15	37584505	37661032	-	Ncald,RP23-457H19.2	0.898941	0.919216	0.0202753
g003355	chr15	37661086	37734281	-	Ncald	0.163082	0.180573	0.0174908
g003355	chr15	37661086	37780136	-	Ncald,RP23-457H19.2	0.593514	0.557353	-0.0361604
g003355	chr15	37661086	37792134	-	Ncald	0.243404	0.262073	0.0186696
g003356	chr15	37973458	37975587	-	Ubr5	0.956162	0.97427	0.0181076
g003356	chr15	37973458	37976060	-	Ubr5	0.0438379	0.0257303	-0.0181076
g003357	chr15	37973458	37976060	-	Ubr5	0.0632051	0.0358688	-0.0273362
g003357	chr15	37975671	37976060	-	Ubr5	0.936795	0.964131	0.0273362
g003358	chr15	38038009	38040753	-	Ubr5	0.841702	0.801527	-0.040175
g003358	chr15	38038027	38040753	-	Ubr5	0.158298	0.198473	0.040175
g003359	chr15	38492356	38493474	-	Azin1	0.167721	0.156275	-0.0114468
g003359	chr15	38492359	38493474	-	Azin1	0.832279	0.843725	0.0114468
g003360	chr15	38501600	38507187	-	Azin1	0.0658977	0.0758694	0.00997177
g003360	chr15	38501600	38514473	-	Azin1	0.934102	0.924131	-0.00997177
g003361	chr15	38501600	38514473	-	Azin1	0.940372	0.93769	-0.00268163
g003361	chr15	38507346	38514473	-	Azin1	0.0596281	0.0623097	0.00268163
g003362	chr15	39885141	39904539	-	Lrp12	0.913967	0.926894	0.0129268
g003362	chr15	39885141	39943604	-	Lrp12	0.0860328	0.073106	-0.0129268
g003363	chr15	39885141	39943604	-	Lrp12	0.149001	0.100813	-0.0481887
g003363	chr15	39904595	39943604	-	Lrp12	0.850999	0.899187	0.0481887
g003364	chr15	43022642	43075777	-	Rspo2	0.978114	0.962576	-0.0155378
g003364	chr15	43022642	43093153	-	Rspo2	0.0218861	0.0374239	0.0155378
g003365	chr15	43022642	43093153	-	Rspo2	0.0270313	0.0416759	0.0146446
g003365	chr15	43078242	43093153	-	Rspo2	0.972969	0.958324	-0.0146446
g003366	chr15	43093341	43169710	-	Rspo2	0.187316	0.175115	-0.0122012
g003366	chr15	43093341	43169731	-	Rspo2	0.812684	0.824885	0.0122012
g003367	chr15	43278422	43281019	-	Eif3e	0.0531698	0.0446403	-0.00852948
g003367	chr15	43278422	43282603	-	Eif3e	0.94683	0.95536	0.00852948
g003368	chr15	43278422	43282603	-	Eif3e	0.948074	0.947595	-0.000478896
g003368	chr15	43281228	43282603	-	Eif3e	0.0519263	0.0524052	0.000478896
g003369	chr15	44400224	44401282	-	Nudcd1	0.67326	0.630006	-0.0432542
g003369	chr15	44400227	44401282	-	Nudcd1	0.32674	0.369994	0.0432542
g003370	chr15	44675512	44677535	-	Sybu	0.0316546	0.0253731	-0.00628152
g003370	chr15	44675515	44677535	-	Sybu	0.968345	0.974627	0.00628152
g003371	chr15	44683450	44706366	-	Sybu	0.0377855	0.0497547	0.0119692
g003371	chr15	44683450	44718788	-	Sybu	0.962215	0.950245	-0.0119692
g003372	chr15	44746459	44748309	-	Sybu	0.133156	0.103462	-0.0296942
g003372	chr15	44746462	44748309	-	Sybu	0.866844	0.896538	0.0296942
g003373	chr15	44748398	44752087	-	Sybu	0.782497	0.795857	0.0133597
g003373	chr15	44748398	44787589	-	Sybu	0.217503	0.204143	-0.0133597
g003374	chr15	54844535	54845813	-	Enpp2	0.97606	0.978549	0.00248885
g003374	chr15	54844535	54847249	-	Enpp2	0.0239398	0.021451	-0.00248885
g003375	chr15	54844535	54847249	-	Enpp2	0.0132711	0.0122014	-0.0010697
g003375	chr15	54845945	54847249	-	Enpp2	0.986729	0.987799	0.0010697
g003376	chr15	54850127	54851348	-	Enpp2	0.138854	0.197518	0.0586635
g003376	chr15	54850127	54860043	-	Enpp2	0.861146	0.802482	-0.0586635
g003377	chr15	54850127	54860043	-	Enpp2	0.844366	0.791759	-0.0526067
g003377	chr15	54851422	54860043	-	Enpp2	0.155634	0.208241	0.0526067
g003378	chr15	54860094	54862498	-	Enpp2	0.777234	0.807762	0.030527
g003378	chr15	54860094	54862510	-	Enpp2	0.222766	0.192238	-0.030527
g003379	chr15	54919698	54919929	-	Enpp2	0.970998	0.964484	-0.00651399
g003379	chr15	54919698	54952548	-	Enpp2	0.0290021	0.0355161	0.00651399
g003380	chr15	55543384	55548142	-	Mrpl13	0.889434	0.880343	-0.00909107
g003380	chr15	55543384	55555320	-	Mrpl13	0.110566	0.119657	0.00909107
g003381	chr15	55543384	55555320	-	Mrpl13	0.131546	0.132299	0.000752721
g003381	chr15	55548235	55555320	-	Mrpl13	0.868454	0.867701	-0.000752721
g003382	chr15	58048785	58051606	-	RP23-418M3.4,Zhx1	0.00729009	0.0130229	0.00573285
g003382	chr15	58048785	58052224	-	Zhx1	0.99271	0.986977	-0.00573285
g003383	chr15	58055082	58064055	-	Zhx1	0.168822	0.182637	0.0138157
g003383	chr15	58055082	58069319	-	Zhx1	0.831178	0.817363	-0.0138157
g003384	chr15	58055082	58069319	-	Zhx1	0.881885	0.86051	-0.0213748
g003384	chr15	58064180	58069319	-	Zhx1	0.118115	0.13949	0.0213748
g003385	chr15	58944130	58945317	-	Mtss1	0.220651	0.222226	0.00157537
g003385	chr15	58944130	58945362	-	Mtss1	0.779349	0.777774	-0.00157537
g003386	chr15	58946019	58947326	-	Mtss1	0.305532	0.38452	0.0789885
g003386	chr15	58946019	58948323	-	Mtss1	0.694468	0.61548	-0.0789885
g003387	chr15	58947520	58951470	-	Mtss1	0.160386	0.247018	0.086632
g003387	chr15	58948442	58951470	-	Mtss1	0.839614	0.752982	-0.086632
g003388	chr15	63950127	63956600	-	Fam49b	0.77608	0.797277	0.0211967
g003388	chr15	63950127	63957585	-	Fam49b	0.22392	0.202723	-0.0211967
g003389	chr15	63950127	63957585	-	Fam49b	0.696172	0.744887	0.0487152
g003389	chr15	63956682	63957585	-	Fam49b	0.303828	0.255113	-0.0487152
g003390	chr15	63956682	63957585	-	Fam49b	0.145465	0.112053	-0.0334122
g003390	chr15	63956682	63970930	-	Fam49b	0.684462	0.715717	0.031255
g003391	chr15	63956682	63970930	-	Fam49b	0.710141	0.721065	0.0109242
g003390	chr15	63956682	63997898	-	Fam49b	0.0523788	0.0634525	0.0110737
g003392	chr15	63956682	63997898	-	Fam49b	0.18457	0.191384	0.00681393
g003390	chr15	63956682	64022570	-	Fam49b	0.117693	0.108777	-0.00891657
g003393	chr15	63956682	64022570	-	Fam49b	0.164346	0.147286	-0.0170604
g003391	chr15	63957667	63970930	-	Fam49b	0.289859	0.278935	-0.0109242
g003392	chr15	63970968	63997898	-	Fam49b	0.81543	0.808616	-0.00681393
g003394	chr15	63970968	63997898	-	Fam49b	0.269844	0.281238	0.011394
g003393	chr15	63970968	64022570	-	Fam49b	0.835654	0.852714	0.0170604
g003394	chr15	63970968	64022570	-	Fam49b	0.695251	0.669973	-0.025278
g003394	chr15	63970968	64060195	-	Fam49b	0.0349051	0.0487891	0.013884
g003395	chr15	63970968	64060195	-	Fam49b	0.0568462	0.0797494	0.0229032
g003395	chr15	64022620	64060195	-	Fam49b	0.943154	0.920251	-0.0229032
g003396	chr15	64102472	64110906	-	Asap1	0.583171	0.584349	0.00117854
g003396	chr15	64102472	64119958	-	Asap1	0.416829	0.415651	-0.00117854
g003397	chr15	64102472	64119958	-	Asap1	0.365391	0.354218	-0.0111725
g003397	chr15	64111076	64119958	-	Asap1	0.634609	0.645782	0.0111725
g003398	chr15	64737562	64744841	-	Adcy8	0.725314	0.727272	0.00195724
g003398	chr15	64737562	64746897	-	Adcy8	0.274686	0.272728	-0.00195724
g003399	chr15	64737562	64746897	-	Adcy8	0.242429	0.270387	0.0279579
g003399	chr15	64744930	64746897	-	Adcy8	0.757571	0.729613	-0.0279579
g003400	chr15	72757358	72808660	-	Trappc9	0.0633285	0.044061	-0.0192676
g003400	chr15	72757358	72903557	-	Trappc9	0.936671	0.955939	0.0192676
g003401	chr15	73031643	73042177	-	Trappc9	0.901536	0.857877	-0.043659
g003401	chr15	73031643	73050595	-	Trappc9	0.0984643	0.142123	0.043659
g003402	chr15	73031643	73050595	-	Trappc9	0.115525	0.172415	0.0568891
g003402	chr15	73042203	73050595	-	Trappc9	0.884475	0.827585	-0.0568891
g003403	chr15	73210897	73211987	-	Ptk2	0.386165	0.344663	-0.0415023
g003403	chr15	73210897	73215979	-	Ptk2	0.613835	0.655337	0.0415023
g003404	chr15	73274584	73275621	-	Ptk2	0.849442	0.825843	-0.0235989
g003404	chr15	73274584	73276857	-	Ptk2	0.150558	0.174157	0.0235989
g003405	chr15	73274584	73276857	-	Ptk2	0.139434	0.156537	0.0171034
g003405	chr15	73275641	73276857	-	Ptk2	0.860566	0.843463	-0.0171034
g003406	chr15	73276913	73282218	-	Ptk2	0.813744	0.800654	-0.0130902
g003406	chr15	73276913	73292035	-	Ptk2	0.186256	0.199346	0.0130902
g003407	chr15	73276913	73292035	-	Ptk2	0.17177	0.195354	0.0235842
g003407	chr15	73282235	73292035	-	Ptk2	0.783836	0.738974	-0.044862
g003408	chr15	73282235	73292035	-	Ptk2	0.9114	0.898731	-0.0126692
g003407	chr15	73283350	73292035	-	Ptk2	0.0443945	0.0656722	0.0212777
g003408	chr15	73282235	73283267	-	Ptk2	0.0886002	0.101269	0.0126692
g003409	chr15	73331015	73343133	-	Ptk2	0.950053	0.931738	-0.0183153
g003409	chr15	73331015	73394648	-	Ptk2	0.0499472	0.0682625	0.0183153
g003410	chr15	73331015	73394648	-	Ptk2	0.0705474	0.115312	0.0447651
g003410	chr15	73343359	73394648	-	Ptk2	0.809517	0.784055	-0.0254626
g003411	chr15	73343359	73394648	-	Ptk2	0.696505	0.633893	-0.0626121
g003410	chr15	73365195	73394648	-	Ptk2	0.119935	0.100633	-0.0193025
g003411	chr15	73343359	73360026	-	Ptk2	0.094091	0.111864	0.0177729
g003411	chr15	73343359	73365041	-	Ptk2	0.0971234	0.122042	0.0249182
g003411	chr15	73343359	73391759	-	Ptk2	0.112281	0.132202	0.019921
g003412	chr15	74670316	74670565	-	Arc	0.361272	0.323803	-0.0374699
g003412	chr15	74670319	74670565	-	Arc	0.638728	0.676197	0.0374699
g003413	chr15	74751644	74751850	-	Lynx1	0.0068239	0.00255258	-0.00427132
g003413	chr15	74751644	74751855	-	Lynx1	0.993176	0.997447	0.00427132
g003414	chr15	74997617	74997848	-	Ly6a	0.200964	0.239051	0.0380877
g003414	chr15	74997617	74997879	-	Ly6a	0.746247	0.60567	-0.140577
g003415	chr15	74997617	74997879	-	Ly6a	0.811717	0.805471	-0.00624661
g003414	chr15	74997617	75431677	-	Ly6a	0.0527894	0.155279	0.10249
g003415	chr15	74997632	74997879	-	Ly6a	0.188283	0.194529	0.00624661
g003416	chr15	75048524	75048754	-	Ly6c1	0.10437	0.118112	0.0137422
g003416	chr15	75048524	75048785	-	Ly6c1	0.89563	0.881888	-0.0137422
g003417	chr15	75048524	75048785	-	Ly6c1	0.844577	0.885552	0.0409745
g003417	chr15	75048539	75048785	-	Ly6c1	0.155423	0.114448	-0.0409745
g003418	chr15	75565341	75565568	-	Ly6h	0.00599513	0.00567145	-0.000323677
g003418	chr15	75565341	75565583	-	Ly6h	0.994005	0.994329	0.000323677
g003419	chr15	75566259	75566509	-	Ly6h	0.0461531	0.046726	0.000572867
g003419	chr15	75566259	75566592	-	Ly6h	0.174506	0.168404	-0.00610201
g003419	chr15	75566259	75566714	-	Ly6h	0.0559977	0.0671384	0.0111407
g003419	chr15	75566259	75566763	-	Ly6h	0.723344	0.717732	-0.00561157
g003420	chr15	75896919	75897226	-	Eef1d	0.198737	0.17327	-0.0254663
g003420	chr15	75896919	75900691	-	Eef1d	0.728805	0.711907	-0.0168982
g003421	chr15	75896919	75900691	-	Eef1d	0.72113	0.748002	0.026872
g003420	chr15	75896919	75901132	-	Eef1d	0.0724585	0.114823	0.0423646
g003422	chr15	75896919	75901132	-	Eef1d	0.0673636	0.100788	0.0334245
g003421	chr15	75897282	75900691	-	Eef1d	0.27887	0.251998	-0.026872
g003422	chr15	75900762	75901132	-	Eef1d	0.932636	0.899212	-0.0334245
g003423	chr15	75901252	75909245	-	Eef1d	0.0708078	0.0692885	-0.00151932
g003423	chr15	75901255	75909245	-	Eef1d	0.929192	0.930712	0.00151932
g003424	chr15	75901255	75909245	-	Eef1d	0.456296	0.589408	0.133112
g003424	chr15	75901255	75902679	-	Eef1d	0.543704	0.410592	-0.133112
g003425	chr15	75926193	75926290	-	Tsta3	0.131459	0.157573	0.0261137
g003425	chr15	75926193	75926324	-	Tsta3	0.868541	0.842427	-0.0261137
g003426	chr15	75929049	75929653	-	Tsta3	0.585162	0.553472	-0.0316898
g003426	chr15	75929049	75929719	-	Tsta3	0.414838	0.446528	0.0316898
g003427	chr15	76047672	76047922	-	Scrib	0.701557	0.645987	-0.0555702
g003427	chr15	76047672	76048115	-	Scrib	0.298443	0.354013	0.0555702
g003428	chr15	76047672	76048115	-	Scrib	0.319357	0.391826	0.072469
g003428	chr15	76047996	76048115	-	Scrib	0.680643	0.608174	-0.072469
g003429	chr15	76049301	76049457	-	Scrib	0.732282	0.641648	-0.0906343
g003429	chr15	76049301	76050050	-	Scrib	0.267718	0.358352	0.0906343
g003430	chr15	76049301	76050050	-	Scrib	0.320765	0.375589	0.0548243
g003430	chr15	76049540	76050050	-	Scrib	0.679235	0.624411	-0.0548243
g003431	chr15	76072568	76074607	-	Puf60	0.591632	0.578506	-0.0131254
g003431	chr15	76072568	76075542	-	Puf60	0.408368	0.421494	0.0131254
g003432	chr15	76072568	76075542	-	Puf60	0.460289	0.436644	-0.023645
g003432	chr15	76074657	76075542	-	Puf60	0.539711	0.563356	0.023645
g003433	chr15	76077699	76080850	-	Puf60	0.0870429	0.095583	0.00854011
g003433	chr15	76077702	76080850	-	Puf60	0.912957	0.904417	-0.00854011
g003434	chr15	76077702	76080850	-	Puf60	0.961986	0.938413	-0.0235729
g003434	chr15	76077702	76079370	-	Puf60	0.038014	0.061587	0.0235729
g003435	chr15	76193487	76193966	-	Plec	0.38706	0.481122	0.0940626
g003435	chr15	76193487	76194341	-	Plec	0.61294	0.518878	-0.0940626
g003436	chr15	76193487	76194341	-	Plec	0.596651	0.485216	-0.111435
g003436	chr15	76194001	76194341	-	Plec	0.403349	0.514784	0.111435
g003437	chr15	76348435	76350055	-	Sharpin	0.92777	0.909518	-0.0182518
g003437	chr15	76348435	76350481	-	Sharpin	0.0722298	0.0904816	0.0182518
g003438	chr15	76348435	76350481	-	Sharpin	0.0959455	0.110425	0.0144795
g003438	chr15	76350229	76350481	-	Sharpin	0.904054	0.889575	-0.0144795
g003439	chr15	76624620	76625134	-	Vps28	0.958759	0.984002	0.0252431
g003439	chr15	76624718	76625134	-	Vps28	0.0412409	0.0159978	-0.0252431
g003440	chr15	76646574	76648099	-	Cyhr1	0.655634	0.671642	0.0160074
g003440	chr15	76647695	76648099	-	Cyhr1	0.0746105	0.0641091	-0.0105014
g003440	chr15	76647768	76648099	-	Cyhr1	0.269755	0.264249	-0.00550595
g003441	chr15	76727476	76730364	-	Arhgap39	0.0619844	0.0906757	0.0286913
g003441	chr15	76727476	76734877	-	Arhgap39	0.938016	0.909324	-0.0286913
g003442	chr15	76727476	76734877	-	Arhgap39	0.93736	0.897777	-0.0395827
g003442	chr15	76730456	76734877	-	Arhgap39	0.06264	0.102223	0.0395827
g003443	chr15	76854614	76865068	-	Zfp251	0.0338782	0.0755676	0.0416894
g003443	chr15	76854614	76866242	-	Zfp251	0.122493	0.0923543	-0.0301384
g003443	chr15	76854614	76869807	-	Zfp251	0.843629	0.832078	-0.011551
g003444	chr15	76854614	76869807	-	Zfp251	0.904157	0.906774	0.00261746
g003444	chr15	76866347	76869807	-	Zfp251	0.0958431	0.0932256	-0.00261746
g003445	chr15	76869920	76870282	-	Zfp251	0.899058	0.868241	-0.0308168
g003445	chr15	76869920	76870653	-	Zfp251	0.100942	0.131759	0.0308168
g003446	chr15	76869920	76870653	-	Zfp251	0.12126	0.15605	0.0347904
g003446	chr15	76870414	76870653	-	Zfp251	0.87874	0.84395	-0.0347904
g003447	chr15	77086155	77089862	-	Rbfox2	0.225492	0.233239	0.00774684
g003447	chr15	77086155	77094451	-	Rbfox2	0.632948	0.593372	-0.0395765
g003448	chr15	77086155	77094451	-	Rbfox2	0.714437	0.698113	-0.0163242
g003447	chr15	77086155	77097940	-	Rbfox2	0.14156	0.173389	0.0318297
g003449	chr15	77086155	77097940	-	Rbfox2	0.16243	0.189617	0.0271869
g003448	chr15	77089893	77094451	-	Rbfox2	0.285563	0.301887	0.0163242
g003449	chr15	77094490	77097940	-	Rbfox2	0.83757	0.810383	-0.0271869
g003450	chr15	77117064	77132717	-	Rbfox2	0.0950136	0.103757	0.00874351
g003450	chr15	77117067	77132717	-	Rbfox2	0.904986	0.896243	-0.00874351
g003451	chr15	77132941	77153530	-	Rbfox2	0.395647	0.340513	-0.0551337
g003451	chr15	77132941	77231387	-	Rbfox2	0.515621	0.559685	0.0440644
g003451	chr15	77132941	77306364	-	Rbfox2	0.0887322	0.0998015	0.0110693
g003452	chr15	77132941	77306364	-	Rbfox2	0.629137	0.478257	-0.150881
g003452	chr15	77231437	77306364	-	Rbfox2	0.370863	0.521743	0.150881
g003453	chr15	77231437	77306364	-	Rbfox2	0.159548	0.261578	0.10203
g003453	chr15	77231437	77245490	-	Rbfox2	0.840452	0.738422	-0.10203
g003454	chr15	77781515	77782908	-	Myh9	0.215218	0.214545	-0.000673105
g003454	chr15	77781515	77783389	-	Myh9	0.784782	0.785455	0.000673105
g003455	chr15	77781515	77783389	-	Myh9	0.810281	0.850061	0.03978
g003455	chr15	77782970	77783389	-	Myh9	0.189719	0.149939	-0.03978
g003456	chr15	77968589	77970459	-	Eif3d	0.0920186	0.0881337	-0.00388493
g003456	chr15	77968589	77970683	-	Eif3d	0.907981	0.911866	0.00388493
g003457	chr15	78674740	78681513	-	Elfn2	0.364232	0.321951	-0.042281
g003457	chr15	78674740	78710626	-	Elfn2	0.10431	0.112186	0.00787647
g003457	chr15	78674740	78718404	-	Elfn2	0.531458	0.565863	0.0344045
g003458	chr15	78674740	78718404	-	Elfn2	0.684388	0.788761	0.104373
g003458	chr15	78685965	78718404	-	Elfn2	0.315612	0.211239	-0.104373
g003459	chr15	79135765	79139238	-	RP23-414K1.4	0.811675	0.843356	0.0316812
g003459	chr15	79136489	79139238	-	RP23-414K1.4	0.188325	0.156644	-0.0316812
g003460	chr15	79318010	79327635	-	Pla2g6	0.676548	0.727846	0.0512982
g003460	chr15	79318010	79328210	-	Pla2g6	0.323452	0.272154	-0.0512982
g003461	chr15	79362885	79363658	-	Tmem184b	0.756673	0.706071	-0.0506021
g003461	chr15	79362885	79365285	-	Tmem184b	0.243327	0.293929	0.0506021
g003462	chr15	79362885	79365285	-	Tmem184b	0.263234	0.330242	0.067008
g003462	chr15	79363678	79365285	-	Tmem184b	0.736766	0.669758	-0.067008
g003463	chr15	79421010	79424840	-	Csnk1e	0.9307	0.926538	-0.00416251
g003463	chr15	79424255	79424840	-	Csnk1e	0.0692997	0.0734622	0.00416251
g003464	chr15	79438855	79441928	-	Csnk1e	0.143669	0.178386	0.0347175
g003464	chr15	79438859	79441928	-	Csnk1e	0.856331	0.821614	-0.0347175
g003465	chr15	79485819	79503915	-	Kcnj4	0.0142694	0.0063715	-0.00789793
g003465	chr15	79485819	79505196	-	Kcnj4	0.950628	0.951215	0.000587412
g003465	chr15	79485819	79511067	-	Kcnj4	0.0351028	0.0424133	0.00731052
g003466	chr15	79530517	79531672	-	Ddx17	0.417974	0.387132	-0.0308421
g003466	chr15	79530517	79531678	-	Ddx17	0.582026	0.612868	0.0308421
g003467	chr15	79531914	79532975	-	Ddx17	0.0081376	0.0160112	0.00787363
g003467	chr15	79531914	79535957	-	Ddx17	0.991862	0.983989	-0.00787363
g003468	chr15	79735919	79737066	-	Sun2	0.436502	0.456934	0.0204318
g003468	chr15	79735925	79737066	-	Sun2	0.563498	0.543066	-0.0204318
g003469	chr15	79765021	79765787	-	Dnal4	0.0945269	0.110436	0.0159092
g003469	chr15	79765021	79774359	-	Dnal4	0.905473	0.889564	-0.0159092
g003470	chr15	79765021	79774359	-	Dnal4	0.906105	0.904901	-0.00120383
g003470	chr15	79765853	79774359	-	Dnal4	0.0938948	0.0950986	0.00120383
g003471	chr15	79794475	79803975	-	Nptxr	0.991352	0.988256	-0.00309624
g003471	chr15	79794475	79833512	-	Npcd	0.00864768	0.0117439	0.00309624
g003472	chr15	79794475	79833512	-	Npcd	0.0137307	0.0204759	0.00674516
g003472	chr15	79828924	79833512	-	Cbx6	0.157116	0.143368	-0.013748
g003472	chr15	79828978	79833512	-	Cbx6,Npcd	0.794701	0.805972	0.0112716
g003473	chr15	79828978	79833512	-	Cbx6,Npcd	0.955705	0.967911	0.0122062
g003472	chr15	79832753	79833512	-	Cbx6,Npcd	0.0344521	0.0301834	-0.00426874
g003473	chr15	79828978	79833702	-	Cbx6	0.0442952	0.032089	-0.0122062
g003474	chr15	79828978	79833702	-	Cbx6	0.0278163	0.0201814	-0.00763487
g003474	chr15	79833578	79833702	-	Cbx6,Npcd	0.972184	0.979819	0.00763487
g003475	chr15	79918825	79921372	-	Cbx7	0.807089	0.842097	0.0350082
g003475	chr15	79919104	79921372	-	Cbx7	0.192911	0.157903	-0.0350082
g003476	chr15	81045354	81104773	-	Mkl1	0.510768	0.478783	-0.0319851
g003476	chr15	81045354	81117391	-	Mkl1	0.489232	0.521217	0.0319851
g003477	chr15	81692306	81692987	-	Chadl	0.788898	0.709028	-0.0798693
g003477	chr15	81692306	81693534	-	Chadl	0.211102	0.290972	0.0798693
g003478	chr15	81692306	81693534	-	Chadl	0.214496	0.333599	0.119103
g003478	chr15	81693153	81693534	-	Chadl	0.785504	0.666401	-0.119103
g003479	chr15	81724632	81729217	-	Rangap1	0.0510914	0.0748162	0.0237248
g003479	chr15	81724632	81729712	-	Rangap1	0.948909	0.925184	-0.0237248
g003480	chr15	81724632	81729712	-	Rangap1	0.963616	0.950998	-0.0126177
g003480	chr15	81729264	81729712	-	Rangap1	0.036384	0.0490017	0.0126177
g003481	chr15	81922505	81925228	-	Polr3h	0.143164	0.17463	0.0314662
g003481	chr15	81922505	81925786	-	Polr3h	0.856836	0.82537	-0.0314662
g003482	chr15	81999614	82002541	-	Desi1	0.926747	0.939376	0.0126285
g003482	chr15	81999614	82003758	-	Desi1	0.0732526	0.0606241	-0.0126285
g003483	chr15	81999614	82003758	-	Desi1	0.103609	0.0791404	-0.0244682
g003483	chr15	82002610	82003758	-	Desi1	0.896391	0.92086	0.0244682
g003484	chr15	82336020	82336770	-	Naga	0.727556	0.798014	0.0704583
g003484	chr15	82336020	82337387	-	Naga	0.272444	0.201986	-0.0704583
g003485	chr15	82336020	82337387	-	Naga	0.241895	0.162835	-0.0790599
g003485	chr15	82336941	82337387	-	Naga	0.758105	0.837165	0.0790599
g003486	chr15	82350371	82350979	-	Ndufa6	0.98795	0.983169	-0.00478126
g003486	chr15	82350371	82354081	-	Ndufa6	0.01205	0.0168312	0.00478126
g003487	chr15	82350371	82354081	-	Ndufa6	0.0142786	0.0187726	0.00449398
g003487	chr15	82351094	82354081	-	Ndufa6	0.985721	0.981227	-0.00449398
g003488	chr15	83135389	83137468	-	Poldip3	0.943763	0.913844	-0.0299184
g003488	chr15	83135389	83138132	-	Poldip3	0.0562372	0.0861557	0.0299184
g003489	chr15	83135389	83138132	-	Poldip3	0.0432833	0.0669057	0.0236223
g003489	chr15	83137554	83138132	-	Poldip3	0.956717	0.933094	-0.0236223
g003490	chr15	83310381	83313469	-	Arfgap3	0.176737	0.180305	0.00356828
g003490	chr15	83310384	83313469	-	Arfgap3	0.823263	0.819695	-0.00356828
g003491	chr15	83324150	83327605	-	Arfgap3	0.433738	0.33985	-0.0938874
g003491	chr15	83324153	83327605	-	Arfgap3	0.566262	0.66015	0.0938874
g003492	chr15	83379195	83379684	-	Pacsin2	0.348001	0.333334	-0.0146671
g003492	chr15	83379195	83381762	-	Pacsin2	0.651999	0.666666	0.0146671
g003493	chr15	83379195	83381762	-	Pacsin2	0.644511	0.593284	-0.0512275
g003493	chr15	83379806	83381762	-	Pacsin2	0.355489	0.406716	0.0512275
g003494	chr15	83547942	83549118	-	Mcat	0.802048	0.837154	0.0351067
g003494	chr15	83547942	83552534	-	Mcat	0.197952	0.162846	-0.0351067
g003495	chr15	83547942	83552534	-	Mcat	0.181322	0.143987	-0.0373351
g003495	chr15	83549335	83552534	-	Mcat	0.818678	0.856013	0.0373351
g003496	chr15	83638820	83651655	-	Scube1	0.661206	0.630325	-0.0308816
g003496	chr15	83638820	83654169	-	Scube1	0.338794	0.369675	0.0308816
g003497	chr15	83638820	83654169	-	Scube1	0.442858	0.417125	-0.0257337
g003497	chr15	83651744	83654169	-	Scube1	0.557142	0.582875	0.0257337
g003498	chr15	84077582	84080187	-	Sult4a1	0.999559	0.992153	-0.00740512
g003498	chr15	84077582	84079517	-	Sult4a1	0.000441447	0.00784656	0.00740512
g003499	chr15	85543940	85558903	-	Wnt7b	0.86705	0.828692	-0.0383579
g003499	chr15	85543940	85558907	-	Wnt7b	0.13295	0.171308	0.0383579
g003500	chr15	85559129	85577508	-	Wnt7b	0.390077	0.4649	0.0748223
g003500	chr15	85559129	85581380	-	Wnt7b	0.609923	0.5351	-0.0748223
g003501	chr15	88977997	88978516	-	Mlc1	0.965983	0.960871	-0.00511207
g003501	chr15	88978015	88978516	-	Mlc1	0.034017	0.0391291	0.00511207
g003502	chr15	89126437	89126641	-	Hdac10	0.77419	0.790121	0.0159301
g003502	chr15	89126437	89126869	-	Hdac10	0.22581	0.209879	-0.0159301
g003503	chr15	89126437	89126869	-	Hdac10	0.241389	0.200004	-0.0413848
g003503	chr15	89126706	89126869	-	Hdac10	0.758611	0.799996	0.0413848
g003504	chr15	89295576	89295952	-	Sbf1	0.167364	0.187146	0.0197814
g003504	chr15	89295576	89299483	-	Sbf1	0.832636	0.812854	-0.0197814
g003505	chr15	89295576	89299483	-	Sbf1	0.830216	0.799865	-0.0303511
g003505	chr15	89296029	89299483	-	Sbf1	0.169784	0.200135	0.0303511
g003506	chr15	89303142	89303220	-	Sbf1	0.0411155	0.0420649	0.000949469
g003506	chr15	89303145	89303220	-	Sbf1	0.958885	0.957935	-0.000949469
g003507	chr15	89306935	89307172	-	Sbf1	0.0536796	0.0621138	0.00843421
g003507	chr15	89306935	89307493	-	Sbf1	0.94632	0.937886	-0.00843421
g003508	chr15	89306935	89307493	-	Sbf1	0.93385	0.944115	0.0102643
g003508	chr15	89307195	89307493	-	Sbf1	0.0661496	0.0558853	-0.0102643
g003509	chr15	89307598	89307687	-	Sbf1	0.0582914	0.0533528	-0.00493863
g003509	chr15	89307603	89307687	-	Sbf1	0.941709	0.946647	0.00493863
g003510	chr15	90943901	90948324	-	Kif21a	0.309919	0.297776	-0.0121427
g003510	chr15	90943901	90949006	-	Kif21a	0.142502	0.151653	0.00915066
g003511	chr15	90943901	90949006	-	Kif21a	0.36664	0.397385	0.0307453
