cluster	status	loglr	df	p	p.adjust	genes
chr11:clu_2976_NA	Success	3.44593044273608	2	0.0318750902945907	0.226484022521986	Mtmr3
chr11:clu_2977_NA	Success	4.99597846442384	2	0.00676509845132533	0.0866811102330835	Mtmr3
chr11:clu_2978_NA	Success	0.541694548904758	1	0.297940626998638	0.644909219124751	Mtmr3
chr11:clu_2979_NA	Success	7.21893900845635	3	0.00236584801107912	0.0433126158193592	Uqcr10
chr11:clu_2980_NA	Success	0.00923545553229133	1	0.891894224550656	0.962235097568728	Zmat5
chr11:clu_2981_NA	Success	1.15967567439816	1	0.127773297822168	0.454469186473452	Zmat5
chr11:clu_2982_NA	Success	3.43569076702352	5	0.230382919031905	0.584586760869961	Nf2
chr11:clu_2983_NA	Success	0.371865543451349	2	0.689446936948016	0.8854161642913	Nf2
chr11:clu_2984_NA	Success	2.06036260547035	2	0.127407762766105	0.453460276477306	Nf2
chr11:clu_2985_NA	Success	1.203423041615	2	0.300164974157447	0.646095338615355	Nf2
chr11:clu_2986_NA	Success	0.110348283985331	2	0.895522184940501	0.96288334904891	Nipsnap1
chr11:clu_2987_NA	Success	0.134930359962482	2	0.873776759415599	0.956961485425346	Thoc5
chr11:clu_2988_NA	Success	2.63739626977531	4	0.260245944530471	0.612728661427597	Ap1b1
chr11:clu_2989_NA	Success	0.601918989805199	2	0.547759482018741	0.819198490796594	Ap1b1
chr11:clu_2990_NA	Success	1.43924573659933	2	0.23710653203172	0.590239643720566	Ap1b1
chr11:clu_2991_NA	Success	0.112496495773996	1	0.635261563283541	0.861535089375352	Rasl10a
chr11:clu_2992_NA	Success	2.38828433812159	2	0.0917870243660087	0.385380243319906	Rasl10a
chr11:clu_2993_NA	Success	0.455093667825167	2	0.634388543370018	0.860954649921747	Gas2l1
chr11:clu_2994_NA	Success	4.99720710872202	2	0.00675679165577994	0.0866811102330835	Gas2l1
chr11:clu_2995_NA	Success	0.228170670665804	1	0.499338834520533	0.791334817444576	Ewsr1
chr11:clu_2996_NA	Success	0.30229319285263	3	0.895381627136861	0.96288334904891	Ewsr1
chr11:clu_2997_NA	Success	1.36110160082501	1	0.0989613331221093	0.399927870800322	Ewsr1
chr11:clu_2998_NA	Not enough valid samples	NA	NA	NA	NA	Rhbdd3
chr11:clu_2999_NA	Success	0.287540643996692	1	0.448246783364228	0.756595759302375	Rhbdd3
chr11:clu_3000_NA	Not enough valid samples	NA	NA	NA	NA	Emid1
chr11:clu_3001_NA	Success	0.224419454823561	1	0.502886853958059	0.793855218492466	Rhbdd3
chr11:clu_3002_NA	Success	0.400983850869494	1	0.37050570947626	0.70227194212036	Rhbdd3
chr11:clu_3003_NA	Success	0.50348843318119	1	0.315628179157459	0.656013832304	Xbp1
chr11:clu_3004_NA	Success	1.84122201451191	2	0.158623467441762	0.497905699781269	Mrps24
chr11:clu_3005_NA	Success	4.85473058691309	1	0.00183321756342205	0.0365850769954282	Urgcp
chr11:clu_3006_NA	Success	19.8347344079384	15	0.000508613244151042	0.0160495734820995	Ube2d-ps
chr11:clu_3007_NA	Success	1.26645885677999	2	0.281827849623511	0.631824458184333	Dbnl
chr11:clu_3008_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Polm
chr11:clu_3009_NA	Not enough valid samples	NA	NA	NA	NA	Aebp1
chr11:clu_3010_NA	Success	24.0884441685703	4	8.66952592879765e-10	4.80118345936814e-07	Camk2b
chr11:clu_3011_NA	Success	0.791001317540776	1	0.208472465767171	0.560715065688517	Camk2b
chr11:clu_3012_NA	Success	0.618155264293819	1	0.266183291499447	0.619313610553253	Camk2b
chr11:clu_3013_NA	Success	0.337194869222571	2	0.713769734596213	0.895362290982882	Camk2b
chr11:clu_3014_NA	Success	1.06799227087686	4	0.710764553982266	0.893984578685848	Camk2b
chr11:clu_3015_NA	Success	0.496951032502636	1	0.318790542195255	0.659615924781364	Camk2b
chr11:clu_3016_NA	Success	0.496219131765429	1	0.31914717091259	0.660078160255806	Camk2b
chr11:clu_3017_NA	Success	0.240949098865713	3	0.922849916369489	0.97155998425174	Nudcd3
chr11:clu_3018_NA	Success	3.7478943152459	2	0.0235673189892875	0.19053403293821	Ddx56
chr11:clu_3019_NA	Success	2.53125883475016	1	0.0244486960563909	0.194815674569128	Ddx56
chr11:clu_3020_NA	Success	1.1017368328753	1	0.137700128273594	0.46935088165369	Tmed4
chr11:clu_3021_NA	Success	4.17099509507398	4	0.0798240892159937	0.36375750492214	Ogdh
chr11:clu_3022_NA	Success	0.454046510206808	1	0.340620903299172	0.676882073528389	Ogdh
chr11:clu_3023_NA	Success	0.121882081815784	4	0.993149197817186	0.998739832488029	Ogdh
chr11:clu_3024_NA	Success	3.31334324685122	2	0.0363942950196895	0.243714154557485	Ogdh
chr11:clu_3025_NA	Success	0.248979023079528	1	0.48039871563091	0.778343669618071	Zmiz2
chr11:clu_3026_NA	Success	0.0310587956580548	1	0.803179773778711	0.933671197982053	Zmiz2
chr11:clu_3027_NA	Success	2.19598749935085	3	0.222130645776092	0.576320203245506	Zmiz2
chr11:clu_3028_NA	Success	2.28675217875525	2	0.101595891895439	0.405078594186686	H2afv
chr11:clu_3029_NA	Success	1.56514807872486	3	0.371969071265172	0.70269988629252	Ccm2
chr11:clu_3030_NA	Success	0.0165440075383572	1	0.855660330664557	0.952696147652382	Nacad
chr11:clu_3031_NA	Success	1.83550769113441	1	0.0553664448894244	0.304487956104898	Tbrg4
chr11:clu_3032_NA	Success	0.00425978606571675	1	0.9264584741264	0.973664869477561	Tbrg4
chr11:clu_3033_NA	Success	0.379342463890112	1	0.383740384695535	0.712398589781945	Tns3
chr11:clu_3034_NA	Success	1.5629141396476	1	0.0770607013410989	0.355635136689171	Hus1
chr11:clu_3035_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Upp1
chr11:clu_3036_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Ikzf1
chr11:clu_3037_NA	Success	0.54716050856689	2	0.578590382517372	0.831728368171631	Grb10
chr11:clu_3038_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Grb10
chr11:clu_3039_NA	Not enough valid samples	NA	NA	NA	NA	Cobl
chr11:clu_3040_NA	Success	5.21988784046198	2	0.00540793564399043	0.075060520291777	Cobl
chr11:clu_3041_NA	Success	5.44180958114373	1	0.000970184829954477	0.0242021783256211	Vstm2a
chr11:clu_3042_NA	Success	1.04984544961371	4	0.717429173051644	0.89767798471758	Vstm2a
chr11:clu_3043_NA	Success	0.469502531111971	3	0.816006226924766	0.938272958934018	Sec61g
chr11:clu_3044_NA	Not enough valid samples	NA	NA	NA	NA	Plek
chr11:clu_3045_NA	Success	0.578423253156643	2	0.560781880903662	0.824668241289292	Cnrip1
chr11:clu_3046_NA	Success	0.651745018767542	2	0.521135591459235	0.802795244923851	Ppp3r1,Wdr92
chr11:clu_3047_NA	Success	0.441865546922998	1	0.347181795294717	0.682194583875816	C1d
chr11:clu_3048_NA	Success	3.45162053366721	1	0.00860396309556035	0.103247557146724	Spred2
chr11:clu_3049_NA	Success	3.1800457776726	3	0.0953464924990635	0.393317598107868	Actr2
chr11:clu_3050_NA	Success	0.586555422815877	1	0.278762966303387	0.630719220234212	Actr2
chr11:clu_3051_NA	Success	1.05868087425733	2	0.346913130673364	0.682124948577699	Rab1a
chr11:clu_3052_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Sertad2
chr11:clu_3053_NA	Success	0.273225754300711	3	0.908573918628582	0.966955225108209	Aftph
chr11:clu_3054_NA	Success	0.164488254389653	1	0.566262379173254	0.82620227409005	Lgalsl
chr11:clu_3055_NA	Success	3.93700600194057	1	0.00501502636223931	0.0713141578488225	Vps54
chr11:clu_3056_NA	Success	4.90499813008	1	0.0017356585908524	0.0354689198381572	Ugp2
chr11:clu_3057_NA	Success	0.108697607572594	1	0.641031841445527	0.862915492932749	Ehbp1
chr11:clu_3058_NA	Success	0.301388730770213	2	0.739790137654018	0.908383857427448	Ehbp1
chr11:clu_3059_NA	Success	0.678363759469789	2	0.50744661817038	0.795800987969208	Ehbp1
chr11:clu_3060_NA	Success	5.15155729973526	1	0.00132805869362761	0.0296687168932198	Ehbp1
chr11:clu_3061_NA	Success	3.34929836585229	2	0.0351089791195993	0.23974540858735	Ehbp1
chr11:clu_3062_NA	Success	0.346694829934108	1	0.405013819241649	0.72702542493799	RP23-242C19.7,Commd1
chr11:clu_3063_NA	Success	0.0668746917519911	1	0.714575790738379	0.895694292186056	Cct4
chr11:clu_3064_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Fam161a
chr11:clu_3065_NA	Success	2.0652344668606	2	0.126788559367166	0.451994824052798	Usp34
chr11:clu_3066_NA	Success	0.521112925637453	2	0.593859258861423	0.839405966200756	Usp34
chr11:clu_3067_NA	Success	0.012901651371692	1	0.872381623533433	0.956872535378917	Usp34
chr11:clu_3068_NA	Success	0.673741861099643	2	0.509797413251019	0.796880276103539	Usp34
chr11:clu_3069_NA	Success	0.27555451873323	1	0.457864895815737	0.762488586085566	Ahsa2
chr11:clu_3070_NA	Success	0.674727708654927	1	0.245373344041792	0.598407987102717	Ahsa2
chr11:clu_3071_NA	Success	1.33679518897895	2	0.262686180586481	0.614339555780376	Pex13
chr11:clu_3072_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Pus10
chr11:clu_3073_NA	Success	1.67872404195123	1	0.0669016665515977	0.332477835535124	Bcl11a
chr11:clu_3074_NA	Success	0.720283404709335	5	0.919824799717595	0.971116145426755	Bcl11a
chr11:clu_3075_NA	Success	25.4153391586424	6	3.20304317087161e-09	1.22334159174393e-06	Ccdc85a
chr11:clu_3076_NA	Success	0.870334457304949	1	0.187054093158855	0.536877723717927	Ppp4r3b
chr11:clu_3077_NA	Success	1.63096393219507	2	0.19574080229868	0.545947386387967	Ppp4r3b
chr11:clu_3078_NA	Success	5.29288052577533	1	0.00113961973748626	0.0271980645589857	Ppp4r3b
chr11:clu_3079_NA	Success	1.16842032585623	1	0.126345568632827	0.451129438483944	Cfap36
chr11:clu_3080_NA	Success	0.162115842318599	2	0.85034269316527	0.950922046357786	Cfap36
chr11:clu_3081_NA	Success	0.589983950816531	1	0.277362530240742	0.62990924440157	Cfap36
chr11:clu_3082_NA	Success	5.01270676278091	2	0.00665287116883954	0.0859827316990277	Ccdc88a
chr11:clu_3083_NA	Success	0.523216853696994	1	0.306329868130954	0.649615861899477	Ccdc88a
chr11:clu_3084_NA	Success	1.12300017545795	2	0.325302364954198	0.665841867771531	Ccdc88a
chr11:clu_3085_NA	Not enough valid samples	NA	NA	NA	NA	Prorsd1
chr11:clu_3086_NA	Success	0.47915024496001	2	0.619309429581962	0.853352178928901	Mtif2
chr11:clu_3087_NA	Success	23.4143178743325	5	6.1573138623858e-09	2.06661843453894e-06	Rtn4
chr11:clu_3088_NA	Not enough valid samples	NA	NA	NA	NA	Eml6
chr11:clu_3089_NA	Success	0.142223483173723	1	0.593801220872952	0.839405966200756	Sptbn1
chr11:clu_3090_NA	Success	0.5804816040623	2	0.559628782159272	0.823950401852997	Psme4
chr11:clu_3091_NA	Success	0.354145274775362	1	0.400011892765993	0.723277357988081	Erlec1
chr11:clu_3092_NA	Success	0.0284918314007427	1	0.811328514979541	0.937992479720217	Erlec1
chr11:clu_3093_NA	Success	0.453461031195957	1	0.34093240724645	0.677096529076865	Erlec1
chr11:clu_3094_NA	Success	0.233984238746643	1	0.493923251419149	0.787139303163639	Erlec1
chr11:clu_3095_NA	Success	0.793132171893831	2	0.452425499270284	0.759597518556565	Chac2
chr11:clu_3096_NA	Success	1.2549903928425	5	0.774991200511863	0.922691877552337	Cpeb4
chr11:clu_3097_NA	Success	3.51835921845213	3	0.0707365941076154	0.340124891304792	Nsg2
chr11:clu_3098_NA	Success	0.162220134309223	1	0.568951345826279	0.827429767118155	Nsg2
chr11:clu_3099_NA	Success	0.130345009633743	1	0.609646498224589	0.846605812242523	Nsg2
chr11:clu_3100_NA	Success	1.31791554027734	2	0.267692715494495	0.62077328125651	Mpg
chr11:clu_3101_NA	Success	2.95931528764868	2	0.0518544103752765	0.293179912872161	Nprl3
chr11:clu_3102_NA	Success	15.1921846031273	9	0.00037729825432077	0.0132665252852598	Fbxw11
chr11:clu_3103_NA	Not enough valid samples	NA	NA	NA	NA	Npm1
chr11:clu_3104_NA	Success	0.400415891794125	1	0.370844796218835	0.70227194212036	Slit3
chr11:clu_3105_NA	Success	0.939481083178634	2	0.390830591315371	0.717892434900241	Rars
chr11:clu_3106_NA	Success	0.455854943887971	2	0.633905782337957	0.860819742052214	Wwc1
chr11:clu_3107_NA	Success	0.0364001241683241	1	0.787302419650711	0.927310941861584	Wwc1
chr11:clu_3108_NA	Success	0.452103875444664	2	0.63628807158579	0.861871918904758	Tenm2
chr11:clu_3109_NA	Success	0.608215696435991	3	0.749066142738763	0.91142896479022	Tenm2
chr11:clu_3110_NA	Success	1.62339882134393	2	0.197227218528866	0.546720597686003	Tenm2
chr11:clu_3111_NA	Success	2.39247537557276	2	0.0914031464945224	0.38405965499747	Mat2b
chr11:clu_3112_NA	Success	0.939432375622573	1	0.170463232271243	0.51543837309208	Mat2b
chr11:clu_3113_NA	Success	0.536806886635077	1	0.300130604356505	0.646095338615355	Mat2b
chr11:clu_3114_NA	Success	1.90114703786571	1	0.0511824127839024	0.291763460625066	Nudcd2
chr11:clu_3115_NA	Success	0.146862463828043	1	0.587843337722363	0.836345897060101	Nudcd2
chr11:clu_3116_NA	Success	5.38673314731477	2	0.00457690100054174	0.0682284730578739	Ccng1
chr11:clu_3117_NA	Success	15.5059021828274	6	2.52180748417081e-05	0.00192439516142343	Gabrg2
chr11:clu_3118_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr11:clu_3119_NA	Success	0.587718907486305	1	0.278286726563882	0.630714913734717	Gabra1
chr11:clu_3120_NA	Success	3.28762071397978	2	0.0373425924900204	0.247816988867265	Gabrb2
chr11:clu_3121_NA	Success	0.627198300833868	2	0.534086055259683	0.810392267042376	Gabrb2
chr11:clu_3122_NA	Success	1.85133234175396	2	0.157027812168278	0.497232717465461	Slu7
chr11:clu_3123_NA	Not enough valid samples	NA	NA	NA	NA	Ccnjl
chr11:clu_3124_NA	Success	4.1638863798421	2	0.0155470187368272	0.148833689320193	Pwwp2a
chr11:clu_3125_NA	Success	0.889304097918199	1	0.18232032488174	0.531077648067712	Ublcp1
chr11:clu_3126_NA	Success	0.600716989268449	1	0.273035260461114	0.626245298170905	Rnf145
chr11:clu_3127_NA	Success	3.7506171225441	1	0.00616567239429474	0.0825767683666367	Clint1
chr11:clu_3128_NA	Success	0.836986574298408	2	0.433013413110723	0.746700383561321	Cyfip2
chr11:clu_3129_NA	Success	0.00447853923651564	1	0.924599312961701	0.972388433957787	Cyfip2
chr11:clu_3130_NA	Success	1.26945590152718	2	0.280984463411588	0.631424225150259	Cyfip2
chr11:clu_3131_NA	Success	3.34933258042383	4	0.152695402253152	0.492502701035502	Cyfip2
chr11:clu_3132_NA	Success	2.47964369243891	4	0.291500432022831	0.63949807806999	Med7
chr11:clu_3133_NA	Success	0.205979828099998	2	0.813849493007931	0.938065614159718	Trim41
chr11:clu_3134_NA	Success	2.86564639908454	2	0.0569463091903529	0.308278260309066	Irgm1
chr11:clu_3135_NA	Success	0.618363050513835	3	0.744210016256989	0.909662121410631	Zfp62
chr11:clu_3136_NA	Success	6.55460789636345	5	0.0223765135807314	0.183586883932811	Mgat1
chr11:clu_3137_NA	Success	0.684553627645187	1	0.241965328814439	0.595027681720704	Cnot6
chr11:clu_3138_NA	Success	0.942475025861313	3	0.596625551614609	0.839852542151828	Mapk9
chr11:clu_3139_NA	Success	0.276282146194546	1	0.457271814563142	0.762321510070667	Mapk9
chr11:clu_3140_NA	Success	1.30245060931884	3	0.456630947776579	0.762037724510079	Mapk9
chr11:clu_3141_NA	Success	0.940499902049396	1	0.170220556987072	0.51534371317636	Mapk9
chr11:clu_3142_NA	Success	0.0777618413942491	1	0.693311646204074	0.886836793319821	Mapk9
chr11:clu_3143_NA	Success	6.15416356073638	3	0.00639824818551258	0.0845668220796388	Rnf130
chr11:clu_3144_NA	Success	3.11761129650222	2	0.0442627728810081	0.268485472305611	Tbc1d9b
chr11:clu_3145_NA	Success	1.47280861966681	2	0.229280617964421	0.583117766408762	Tbc1d9b
chr11:clu_3146_NA	Success	0.0772210136018145	1	0.694326033659171	0.887519347814077	Tbc1d9b
chr11:clu_3147_NA	Success	6.29893003153484	6	0.0498854986350119	0.287814234035376	Tbc1d9b
chr11:clu_3148_NA	Success	0.0698983498205052	1	0.708483204029026	0.892229672293973	Sqstm1
chr11:clu_3149_NA	Success	0.0319786047683692	1	0.800347323575446	0.932630276393038	Sqstm1
chr11:clu_3150_NA	Success	1.81822039728786	1	0.056527657045146	0.307874173608829	Canx
chr11:clu_3151_NA	Success	0.813421236101021	2	0.443338702280329	0.753941266153373	Canx
chr11:clu_3152_NA	Not enough valid samples	NA	NA	NA	NA	Hnrnph1
chr11:clu_3153_NA	Success	1.57062381039941	2	0.207915442079593	0.560036827936181	Hnrnph1
chr11:clu_3154_NA	Success	0.495648645696292	1	0.319425511730331	0.660189768226375	Hnrnph1
chr11:clu_3155_NA	Success	3.2267943513325	2	0.0396845096990921	0.255698446438129	Hnrnph1
chr11:clu_3156_NA	Success	1.74368408259397	2	0.17487495862502	0.522220286257947	Hnrnph1
chr11:clu_3157_NA	Success	0.0388980175759741	1	0.780306675326253	0.924845022569671	Rufy1
chr11:clu_3158_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Zfp454
chr11:clu_3159_NA	Success	1.41557312667453	1	0.0924523506109446	0.386707792812244	Zfp2
chr11:clu_3160_NA	Success	1.04448400982619	2	0.351873335727374	0.686841040007515	Zfp2
chr11:clu_3161_NA	Not enough valid samples	NA	NA	NA	NA	Zfp2
chr11:clu_3162_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Zfp354b
chr11:clu_3163_NA	Success	8.74252275641265	9	0.0416403452204095	0.261156307654206	Clk4
chr11:clu_3164_NA	Success	1.63298998806431	2	0.195344621974592	0.545788902812274	Clk4
chr11:clu_3165_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Col23a1
chr11:clu_3166_NA	Success	0.00435468039904663	2	0.99565478747347	0.999354093888188	Hnrnpab
chr11:clu_3167_NA	Success	0.760922873405292	1	0.217340390283885	0.571281759657674	Hnrnpab
chr11:clu_3168_NA	Success	3.40841962055165	1	0.00903022511402344	0.106516265562219	Rmnd5b
chr11:clu_3169_NA	Success	1.86598613580895	2	0.154743536476399	0.494358064612804	RP23-79E13.7
chr11:clu_3170_NA	Not enough valid samples	NA	NA	NA	NA	Sec24a
chr11:clu_3171_NA	Success	0.479670592981165	2	0.618987256974005	0.853352178928901	Sar1b
chr11:clu_3172_NA	Success	0.567492056681658	2	0.566945524447822	0.826282357760648	Sar1b
chr11:clu_3173_NA	Success	0.620718340010171	4	0.871230351459964	0.956746340320697	Jade2
chr11:clu_3174_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP23-263C23.7
chr11:clu_3175_NA	Success	1.70123092527137	5	0.638195004709407	0.862645229450304	Ube2b
chr11:clu_3176_NA	Not enough valid samples	NA	NA	NA	NA	Cdkl3
chr11:clu_3177_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Cdkl3
chr11:clu_3178_NA	Success	3.05707765831903	5	0.295269089333043	0.643555180452517	Skp1a
chr11:clu_3179_NA	Success	1.85819658383116	2	0.155953626206711	0.49604940547568	Skp1a
chr11:clu_3180_NA	Success	0.517698263402508	1	0.308894540226335	0.650193068709024	Vdac1
chr11:clu_3181_NA	Success	1.10987152811867	4	0.695416404524019	0.887898088639903	Hspa4
chr11:clu_3182_NA	Success	0.738206949752851	2	0.47797017217137	0.777343509103536	Hspa4
chr11:clu_3183_NA	Success	2.41810553656569	2	0.0890902358824704	0.381302162620743	Aff4
chr11:clu_3184_NA	Success	0.184388656205158	1	0.543671493057075	0.816254969965968	Aff4
chr11:clu_3185_NA	Success	0.448899949164741	1	0.343372325024718	0.679582791807507	Uqcrq
chr11:clu_3186_NA	Success	0.300950252604821	1	0.437853814631824	0.749834980010908	Sept8
chr11:clu_3187_NA	Success	0.871460416492482	1	0.18676916306098	0.536761377533365	Sept8
chr11:clu_3188_NA	Success	9.85766148901439	4	0.00056834011172374	0.017199276167902	Sept8
chr11:clu_3189_NA	Success	1.25823992589767	3	0.472320165925042	0.773535140882118	Kif3a
chr11:clu_3190_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP23-303F24.3
chr11:clu_3191_NA	Not enough valid samples	NA	NA	NA	NA	Irf1
chr11:clu_3192_NA	Not enough valid samples	NA	NA	NA	NA	Slc22a4
chr11:clu_3193_NA	Not enough valid samples	NA	NA	NA	NA	P4ha2
chr11:clu_3194_NA	Success	0.862233699310309	1	0.189119006858287	0.53863803415785	P4ha2
chr11:clu_3195_NA	Success	4.38727124183561	5	0.118401928153949	0.436581805009773	Acsl6
chr11:clu_3196_NA	Success	0.282478402239576	2	0.753912924614212	0.914051031354998	Acsl6
chr11:clu_3197_NA	Success	2.85608599045872	1	0.0168476819966629	0.156547756539461	Acsl6
chr11:clu_3198_NA	Success	0.139212694340671	1	0.597735134766799	0.840345273759355	Acsl6
chr11:clu_3199_NA	Success	0.104358294021523	1	0.647775194074185	0.865744724901156	Fnip1
chr11:clu_3200_NA	Success	2.37646140164725	2	0.0928786569598253	0.387758765355079	Fnip1
chr11:clu_3201_NA	Success	0.0440477960264047	1	0.766612321629677	0.920253088798653	Fnip1
chr11:clu_3202_NA	Success	0.727667040203244	1	0.227673978934897	0.58144270018052	Rapgef6
chr11:clu_3203_NA	Success	0.310337943315858	2	0.733199134605085	0.905442481311844	Rapgef6
chr11:clu_3204_NA	Success	0.913770539285622	2	0.401009348377334	0.723737908200645	Rapgef6
chr11:clu_3205_NA	Success	2.08774451874478	3	0.243127383000857	0.596033398432381	Rapgef6
chr11:clu_3206_NA	Success	2.31376682841801	6	0.592391393698468	0.8388273235575	Cdc42se2
chr11:clu_3207_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Lyrm7
chr11:clu_3208_NA	Success	1.92254307978669	1	0.0498919582293176	0.287814234035376	Tnip1
chr11:clu_3209_NA	Success	5.68646737277663	2	0.00339155292409724	0.0558169987924236	Tnip1
chr11:clu_3210_NA	Success	0.432542075765014	2	0.648857551382227	0.86629053026875	Anxa6
chr11:clu_3211_NA	Success	0.83240814884357	2	0.435000478086962	0.748146784983104	Anxa6
chr11:clu_3212_NA	Success	0.135749085377029	1	0.602328552791104	0.843054407801484	Sparc
chr11:clu_3213_NA	Success	1.14278845318313	2	0.318928463663795	0.659778046981732	Atox1
chr11:clu_3214_NA	Success	0.981648399418077	1	0.161161170221293	0.50253973011572	Atox1
chr11:clu_3215_NA	Success	1.29898936992458	2	0.272807361085785	0.62608454579525	G3bp1
chr11:clu_3216_NA	Success	0.0206323378436082	1	0.839027885577276	0.94686384387978	Gria1
chr11:clu_3217_NA	Success	2.39790077144244	2	0.0909085910337319	0.383675428205847	Gria1
chr11:clu_3218_NA	Success	0.129161354115638	1	0.611274825290262	0.847687487782014	Gria1
chr11:clu_3219_NA	Success	2.53819587084945	3	0.166288071026054	0.509349191007902	Gria1
chr11:clu_3220_NA	Success	5.36250736095462	2	0.00468913400378195	0.0688510465908752	Gria1
chr11:clu_3221_NA	Success	0.40252756876356	2	0.668627905427432	0.87465721985523	Fam114a2
chr11:clu_3222_NA	Success	3.03067899812163	5	0.300294230423762	0.646190038778842	RP23-268K22.2
chr11:clu_3223_NA	Success	2.19485380477295	2	0.11137484278519	0.422896043431184	Larp1
chr11:clu_3224_NA	Success	0.294171254428079	1	0.443060776930519	0.753753683124023	Cnot8
chr11:clu_3225_NA	Success	0.945105076589755	1	0.169178220370812	0.514852626922779	Cnot8
chr11:clu_3226_NA	Success	0.00245912147482841	1	0.944090041110114	0.980656597142982	Gemin5
chr11:clu_3227_NA	Not enough valid samples	NA	NA	NA	NA	Gemin5
chr11:clu_3228_NA	Success	0.300241672939165	1	0.438393667140482	0.750127986040754	Mrpl22
chr11:clu_3229_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Igtp,Irgm2
chr11:clu_3230_NA	Success	3.74904446797382	6	0.277226484560706	0.629891078336608	Zfp672
chr11:clu_3231_NA	Success	2.96180476519828	2	0.0517254805353572	0.293179912872161	Sh3bp5l
chr11:clu_3232_NA	Success	0.0371652524324588	1	0.785132871825245	0.926561949069134	Sh3bp5l
chr11:clu_3233_NA	Success	1.44271461063158	2	0.236285464253556	0.590136475568491	Fam183b
chr11:clu_3234_NA	Success	1.54691011184462	2	0.212904810580535	0.565771036945778	RP23-419P16.7,RP23-419P16.9
chr11:clu_3235_NA	Success	0.0454619244363812	1	0.763005942214818	0.918692663982099	Rnf187
chr11:clu_3236_NA	Success	0.416232830602695	1	0.361560525024603	0.695009436857428	Rnf187
chr11:clu_3237_NA	Success	0.787182692115664	1	0.209574184958433	0.562180593993606	Trim11
chr11:clu_3238_NA	Success	0.0375640851610513	1	0.784011474175308	0.92606495552583	Gjc2
chr11:clu_3239_NA	Success	0.355874308543434	1	0.398863923905044	0.722465409489669	Guk1
chr11:clu_3240_NA	Success	2.68548220581579	6	0.497187496116103	0.790215602949894	Mrpl55
chr11:clu_3241_NA	Success	0.0231032107819829	1	0.829801007611369	0.943514623202828	Arf1
chr11:clu_3242_NA	Success	1.75154999086953	2	0.173504804060416	0.520796533813866	Snap47
chr11:clu_3243_NA	Success	2.4152891760973	4	0.305127057105506	0.649307427692413	Snap47
chr11:clu_3244_NA	Success	0.41663639823696	3	0.841493173025262	0.947289194473809	Jmjd4
chr11:clu_3245_NA	Not enough valid samples	NA	NA	NA	NA	Zkscan17
chr11:clu_3246_NA	Not enough valid samples	NA	NA	NA	NA	Mprip
chr11:clu_3247_NA	Success	0.164309256753882	1	0.566473691894764	0.82620227409005	Mprip
chr11:clu_3248_NA	Success	0.784389528758766	2	0.456398234755674	0.761764142277553	Mprip
chr11:clu_3249_NA	Success	3.43431543191218	3	0.0762049391091432	0.354046101330902	Mprip
chr11:clu_3250_NA	Success	0.548849355578568	2	0.577614056543531	0.831511995096978	Mprip
chr11:clu_3251_NA	Success	1.72826263893421	2	0.17759268471606	0.526881057005123	Mprip
chr11:clu_3252_NA	Success	4.04406187481374	2	0.0175261386581064	0.160429348576187	Flcn
chr11:clu_3253_NA	Success	1.22667977794481	3	0.483779052270692	0.780409991715392	Cops3
chr11:clu_3254_NA	Success	0.456941333284306	1	0.339086327542905	0.675610750830225	Cops3
chr11:clu_3255_NA	Success	0.351495109440521	2	0.703635291123826	0.889988959111365	Nt5m
chr11:clu_3256_NA	Success	2.26040204983019	3	0.21044209890882	0.562601179704102	Nt5m
chr11:clu_3257_NA	Not enough valid samples	NA	NA	NA	NA	Pemt
chr11:clu_3258_NA	Success	0.867305458126793	4	0.784421325597404	0.926261152177306	Rai1
chr11:clu_3259_NA	Success	0.000871968700721482	1	0.966689642655564	0.990294464158377	Srebf1
chr11:clu_3260_NA	Success	3.06619118046137	1	0.0132727903714968	0.13524326233183	Srebf1
chr11:clu_3261_NA	Success	10.0274518344268	4	0.0004870888299233	0.0156831275588095	Tom1l2
chr11:clu_3262_NA	Success	1.90071238675773	2	0.149462106462573	0.48744236123173	Tom1l2
chr11:clu_3263_NA	Success	2.05542623606652	4	0.391211426513986	0.718236630238125	Tom1l2
chr11:clu_3264_NA	Success	0.450157783108068	2	0.63752755260684	0.862645229450304	Drc3
